Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory,color
La Muette,48.858247660628045,2.2732074118352066,Marks & Spencer Food,48.856957165873574,2.2777856515239896,Shop,orange
La Muette,48.858247660628045,2.2732074118352066,Musée Marmottan Monet,48.85915243767909,2.267524203751436,Museum,blue
La Muette,48.858247660628045,2.2732074118352066,Restaurant Le Bois le Vent,48.85763493268096,2.274769454395485,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Bon,48.86028226975071,2.2746360061086905,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,La Grande Épicerie de Paris,48.85826961776002,2.275777301731248,Shop,orange
La Muette,48.858247660628045,2.2732074118352066,Kura,48.8575601360575,2.274823352409268,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Non Solo Cucina,48.856468099112185,2.2668478364155167,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Bistrot des Vignes,48.85646771897339,2.2798383453272573,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Pop's,48.85420487430435,2.275881171226501,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Bistrot 31,48.84994328403136,2.2724002379600243,Bistro,
La Muette,48.858247660628045,2.2732074118352066,Aux Merveilleux de Fred,48.856816405674856,2.2788503766059875,Shop,orange
La Muette,48.858247660628045,2.2732074118352066,Le Bois,48.857757609740254,2.2739139046189907,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Sushi Gourmet,48.853045482120564,2.2755094375727505,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Shabestan - Mirabeau,48.849247966777185,2.2755789500919352,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Place du Trocadéro,48.86295026846909,2.287205457687378,Plaza,red
La Muette,48.858247660628045,2.2732074118352066,Hôtel Brach,48.861217475473325,2.2750818729400635,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Le Flandrin,48.864169753787934,2.272247046749305,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Jardins du Trocadéro,48.861213946302136,2.289919853210449,Garden,green
La Muette,48.858247660628045,2.2732074118352066,Place Rodin,48.85333432828721,2.2710862507380565,Plaza,red
La Muette,48.858247660628045,2.2732074118352066,Parvis des Libertés et des Droits de l'Homme,48.86208930458137,2.288519788766464,Plaza,red
La Muette,48.858247660628045,2.2732074118352066,Le Brandevin,48.85386886663775,2.2655186231047506,Restaurant,gray
